x (µm),y (µm),"C(x,y) (wt%)"
-19.0,-69.0,1.2369577642074092
-18.0,-69.0,1.270304849920922
-17.0,-69.0,1.2258680310615737
-16.0,-69.0,1.2257536445996065
-15.0,-69.0,1.2234839395098303
-14.0,-69.0,1.2938187798881926
-13.0,-69.0,1.3081984696259428
-12.0,-69.0,1.3015703067008593
-11.0,-69.0,1.3141808824701446
-10.0,-69.0,1.2758913835374759
-9.0,-69.0,1.2714981902874114
-8.0,-69.0,1.2325082599445873
-7.0,-69.0,1.3042364607236345
-6.0,-69.0,1.270781685011854
-5.0,-69.0,1.2927397220033097
-4.0,-69.0,1.2351155964960476
-3.0,-69.0,1.1862069921527965
-2.0,-69.0,1.362610907646274
-1.0,-69.0,1.307971388126202
0.0,-69.0,1.1742956054979996
1.0,-69.0,1.287178376886385
2.0,-69.0,1.2685916097803518
3.0,-69.0,1.1994433213179094
4.0,-69.0,1.2961815066454647
5.0,-69.0,1.1712217966086282
6.0,-69.0,1.333337576745062
7.0,-69.0,1.1867928493845525
8.0,-69.0,1.2240764272665459
9.0,-69.0,1.2272212599605457
10.0,-69.0,1.2362140963353163
11.0,-69.0,1.2550914949123333
12.0,-69.0,1.2842299415757903
13.0,-69.0,1.2090309915212314
14.0,-69.0,1.1770076312915454
15.0,-69.0,1.2225339074019648
16.0,-69.0,1.2569130581593808
17.0,-69.0,1.2141974632841617
18.0,-69.0,1.0922583147987825
19.0,-69.0,1.2022121067451799
20.0,-69.0,1.1188385806169472
21.0,-69.0,1.2077306301399495
22.0,-69.0,1.1185865661339194
23.0,-69.0,1.2912525797012187
24.0,-69.0,1.152817932425531
25.0,-69.0,1.170362811129524
26.0,-69.0,1.1594540152937016
27.0,-69.0,1.1298320831448823
28.0,-69.0,1.1926877826924285
29.0,-69.0,1.1497153305581638
-31.0,-68.0,1.1549929197080633
-30.0,-68.0,1.1853845809469763
-29.0,-68.0,1.094804485172658
-28.0,-68.0,1.0994310250586652
-27.0,-68.0,1.1716608379393434
-26.0,-68.0,1.0974466369856568
-25.0,-68.0,1.1490421994195463
-24.0,-68.0,1.2224450957967612
-23.0,-68.0,1.1836399002048683
-22.0,-68.0,1.2717292028572462
-21.0,-68.0,1.2507031246986762
-20.0,-68.0,1.2941721905111188
-19.0,-68.0,1.2032700594187768
-18.0,-68.0,1.1885734560504526
-17.0,-68.0,1.261278009154234
-16.0,-68.0,1.307440330044389
-15.0,-68.0,1.1827128666359585
-14.0,-68.0,1.1727714139098913
-13.0,-68.0,1.2625234665555203
-12.0,-68.0,1.2687336957164403
-11.0,-68.0,1.201510908977585
-10.0,-68.0,1.2196464095437936
-9.0,-68.0,1.2070256576674794
-8.0,-68.0,1.3971434141273034
-7.0,-68.0,1.2873621181477097
-6.0,-68.0,1.375214626018103
-5.0,-68.0,1.352772330379272
-4.0,-68.0,1.2811097466001613
-3.0,-68.0,1.2746907473617048
-2.0,-68.0,1.2084602803292919
-1.0,-68.0,1.3143711552995847
0.0,-68.0,1.3303662779961007
1.0,-68.0,1.3073037959115623
2.0,-68.0,1.267768369945471
3.0,-68.0,1.3591222158874774
4.0,-68.0,1.304408571920563
5.0,-68.0,1.3162721031643105
6.0,-68.0,1.3212772115486169
7.0,-68.0,1.2817751166719125
8.0,-68.0,1.1987873320352065
9.0,-68.0,1.2597547549163568
10.0,-68.0,1.3197245868980623
11.0,-68.0,1.1921799509942255
12.0,-68.0,1.2516271501910583
13.0,-68.0,1.2778485495253102
14.0,-68.0,1.1982943536363568
15.0,-68.0,1.1537423511113776
16.0,-68.0,1.2291123458522422
17.0,-68.0,1.1979672488195516
18.0,-68.0,1.224091126092812
19.0,-68.0,1.1925188292042548
20.0,-68.0,1.241556614685303
21.0,-68.0,1.1320682386293919
22.0,-68.0,1.2521442855224005
23.0,-68.0,1.178502230448215
24.0,-68.0,1.1288443508466208
25.0,-68.0,1.2207403379575492
26.0,-68.0,1.1517735278545926
27.0,-68.0,1.1469574878344708
28.0,-68.0,1.2393984237654718
29.0,-68.0,1.1967633177634374
30.0,-68.0,1.1927757691444623
31.0,-68.0,1.196739069269594
-33.0,-67.0,1.1562258670170331
-32.0,-67.0,1.2043076234214443
-31.0,-67.0,1.1634231063894547
-30.0,-67.0,1.1188041860558162
-29.0,-67.0,1.2191066474218955
-28.0,-67.0,1.142765366678943
-27.0,-67.0,1.2318271820929085
-26.0,-67.0,1.2168068841567306
-25.0,-67.0,1.2020358165131362
-24.0,-67.0,1.2758197351831764
-23.0,-67.0,1.1955230746084806
-22.0,-67.0,1.2179613105405578
-21.0,-67.0,1.2400050144091117
-20.0,-67.0,1.1507398527512587
-19.0,-67.0,1.2330619730057408
-18.0,-67.0,1.2153751402905975
-17.0,-67.0,1.2444357362978409
-16.0,-67.0,1.2686307146084843
-15.0,-67.0,1.3664834392484564
-14.0,-67.0,1.347006172333996
-13.0,-67.0,1.2655535811963412
-12.0,-67.0,1.150326525674203
-11.0,-67.0,1.2716039760395312
-10.0,-67.0,1.3505252015721283
-9.0,-67.0,1.253931111360696
-8.0,-67.0,1.294889669143733
-7.0,-67.0,1.1974427851481306
-6.0,-67.0,1.2687653559710192
-5.0,-67.0,1.2705368356846516
-4.0,-67.0,1.2811568659724866
-3.0,-67.0,1.3130938462488615
-2.0,-67.0,1.4209209184925888
-1.0,-67.0,1.238045734875462
0.0,-67.0,1.3243548160616347
1.0,-67.0,1.3092604421767966
2.0,-67.0,1.1663170895434818
3.0,-67.0,1.2585721606642037
4.0,-67.0,1.351838784025392
5.0,-67.0,1.384032067337934
6.0,-67.0,1.4845331840031943
7.0,-67.0,1.3104548205175186
8.0,-67.0,1.2523570621060398
9.0,-67.0,1.2967023305753536
10.0,-67.0,1.3675095659929446
11.0,-67.0,1.2138544666544655
12.0,-67.0,1.3021774533994646
13.0,-67.0,1.3032792176430874
14.0,-67.0,1.2982831516247193
15.0,-67.0,1.3224112150951033
16.0,-67.0,1.3572504528388885
17.0,-67.0,1.3253668415889135
18.0,-67.0,1.1862227574609556
19.0,-67.0,1.3188554169929247
20.0,-67.0,1.2406428577605146
21.0,-67.0,1.2447156539679403
22.0,-67.0,1.1988692472906446
23.0,-67.0,1.3328185027196937
24.0,-67.0,1.2254151938277966
25.0,-67.0,1.172530013670662
26.0,-67.0,1.1818870997002469
27.0,-67.0,1.154686163227049
28.0,-67.0,1.2209443800574469
29.0,-67.0,1.1918048588948513
30.0,-67.0,1.1511346653540022
31.0,-67.0,1.1396401537745182
32.0,-67.0,1.117497962782787
33.0,-67.0,1.109523705101146
-35.0,-66.0,1.0967511527440443
-34.0,-66.0,1.2158108283013482
-33.0,-66.0,1.1394131566739212
-32.0,-66.0,1.1602450070265948
-31.0,-66.0,1.1670830196260709
-30.0,-66.0,1.1904239565971744
-29.0,-66.0,1.1876849445840136
-28.0,-66.0,1.1357101200949236
-27.0,-66.0,1.2301915499848548
-26.0,-66.0,1.1024236925786377
-25.0,-66.0,1.240312965674446
-24.0,-66.0,1.2679679399591632
-23.0,-66.0,1.207711121220601
-22.0,-66.0,1.2640978802351448
-21.0,-66.0,1.2029333733249907
-20.0,-66.0,1.329804735696758
-19.0,-66.0,1.2161168625666086
-18.0,-66.0,1.2380685746967626
-17.0,-66.0,1.3076972197390637
-16.0,-66.0,1.2358912131230344
-15.0,-66.0,1.3137844279310442
-14.0,-66.0,1.2510620386736158
-13.0,-66.0,1.2305336316986397
-12.0,-66.0,1.3536333146843744
-11.0,-66.0,1.3394186969997852
-10.0,-66.0,1.2745501156358092
-9.0,-66.0,1.3387670735989994
-8.0,-66.0,1.257003438872969
-7.0,-66.0,1.272208535689946
-6.0,-66.0,1.272846824157865
-5.0,-66.0,1.3385867844123902
-4.0,-66.0,1.2801990910771566
-3.0,-66.0,1.3078323181296343
-2.0,-66.0,1.3653244761591572
-1.0,-66.0,1.3262291457599533
0.0,-66.0,1.2596971478866774
1.0,-66.0,1.3035793383658159
2.0,-66.0,1.365522471142714
3.0,-66.0,1.3809876766071651
4.0,-66.0,1.3327667572692354
5.0,-66.0,1.3215478395069675
6.0,-66.0,1.377459455189121
7.0,-66.0,1.2909562223798998
8.0,-66.0,1.3274485698121827
9.0,-66.0,1.314306288727058
10.0,-66.0,1.3625403621785688
11.0,-66.0,1.2817428583675046
12.0,-66.0,1.3759622058436987
13.0,-66.0,1.345789481448199
14.0,-66.0,1.3225848281298855
15.0,-66.0,1.2802053728827747
16.0,-66.0,1.3175391337054805
17.0,-66.0,1.3361138908677987
18.0,-66.0,1.2963563666850313
19.0,-66.0,1.2591175396636836
20.0,-66.0,1.3005668013709175
21.0,-66.0,1.3059688779434613
22.0,-66.0,1.2912448136484012
23.0,-66.0,1.164018378965961
24.0,-66.0,1.1964200456997245
25.0,-66.0,1.1313615351608295
26.0,-66.0,1.1802077740393055
27.0,-66.0,1.2651502946870243
28.0,-66.0,1.2507824909659175
29.0,-66.0,1.1194373447678785
30.0,-66.0,1.092654317342723
31.0,-66.0,1.1953867125941064
32.0,-66.0,1.211045350185933
33.0,-66.0,1.1255054624245446
34.0,-66.0,1.1265894596088548
35.0,-66.0,1.133530385646832
-37.0,-65.0,1.1626321148825762
-36.0,-65.0,1.1971868812211557
-35.0,-65.0,1.1865560843512188
-34.0,-65.0,1.1259397815306031
-33.0,-65.0,1.1820232518728697
-32.0,-65.0,1.156888006558204
-31.0,-65.0,1.12858938842771
-30.0,-65.0,1.1870602397049463
-29.0,-65.0,1.2134253160785615
-28.0,-65.0,1.1595832450972665
-27.0,-65.0,1.2698347680909245
-26.0,-65.0,1.137882033931112
-25.0,-65.0,1.2385226671586254
-24.0,-65.0,1.2798423308001787
-23.0,-65.0,1.3172317923635322
-22.0,-65.0,1.3084067267549162
-21.0,-65.0,1.3388264970584527
-20.0,-65.0,1.354523031649095
-19.0,-65.0,1.2247696216409238
-18.0,-65.0,1.3577338264082164
-17.0,-65.0,1.2638194863665346
-16.0,-65.0,1.227803701206869
-15.0,-65.0,1.2971536340039855
-14.0,-65.0,1.2926917983759314
-13.0,-65.0,1.3343894648221153
-12.0,-65.0,1.342200442274046
-11.0,-65.0,1.3728638147473107
-10.0,-65.0,1.2746329177176285
-9.0,-65.0,1.3620346606725884
-8.0,-65.0,1.4228586699334618
-7.0,-65.0,1.4034282420941548
-6.0,-65.0,1.398273560305145
-5.0,-65.0,1.329615549045975
-4.0,-65.0,1.29507114645677
-3.0,-65.0,1.2644329126686547
-2.0,-65.0,1.3534864432027616
-1.0,-65.0,1.407964619441354
0.0,-65.0,1.3240793982309587
1.0,-65.0,1.3546114431319336
2.0,-65.0,1.3220387853853048
3.0,-65.0,1.364530349695357
4.0,-65.0,1.3163826868870059
5.0,-65.0,1.3754917941717435
6.0,-65.0,1.3727197042905526
7.0,-65.0,1.3753936020691984
8.0,-65.0,1.3720570221835262
9.0,-65.0,1.3768593928881938
10.0,-65.0,1.3197708057103332
11.0,-65.0,1.3051013008757792
12.0,-65.0,1.3415390410710555
13.0,-65.0,1.2947039795851285
14.0,-65.0,1.355720002138137
15.0,-65.0,1.4488606807213862
16.0,-65.0,1.3191608830558579
17.0,-65.0,1.327473488848944
18.0,-65.0,1.2272460280156623
19.0,-65.0,1.2139638120678078
20.0,-65.0,1.1909174737573751
21.0,-65.0,1.20056930839016
22.0,-65.0,1.3193781162675369
23.0,-65.0,1.2806548697080007
24.0,-65.0,1.2687342098384884
25.0,-65.0,1.2223654684608631
26.0,-65.0,1.3074391224174335
27.0,-65.0,1.2272849081870316
28.0,-65.0,1.2724414452053745
29.0,-65.0,1.2240602758965697
30.0,-65.0,1.1867462934739654
31.0,-65.0,1.1596449717968103
32.0,-65.0,1.1729757274427857
33.0,-65.0,1.1566253050343374
34.0,-65.0,1.2277242025377246
35.0,-65.0,1.053667742766443
36.0,-65.0,1.1725590718129162
37.0,-65.0,1.0982500601661855
-39.0,-64.0,1.056185905976039
-38.0,-64.0,1.1569617400873866
-37.0,-64.0,1.2244174817825004
-36.0,-64.0,1.2045552926322043
-35.0,-64.0,1.2521006376674229
-34.0,-64.0,1.110270803165597
-33.0,-64.0,1.0814592436810357
-32.0,-64.0,1.0809189408567899
-31.0,-64.0,1.3408616742411252
-30.0,-64.0,1.19137236013699
-29.0,-64.0,1.186496559950256
-28.0,-64.0,1.2668401249769696
-27.0,-64.0,1.2840264587948163
-26.0,-64.0,1.3126664976616298
-25.0,-64.0,1.2565079575657603
-24.0,-64.0,1.306920100811095
-23.0,-64.0,1.259948419432095
-22.0,-64.0,1.2342213880692197
-21.0,-64.0,1.2793556722945656
-20.0,-64.0,1.3491783446567382
-19.0,-64.0,1.2890932160749229
-18.0,-64.0,1.3214842977052839
-17.0,-64.0,1.3812515675211645
-16.0,-64.0,1.3336705244481386
-15.0,-64.0,1.3007644626130204
-14.0,-64.0,1.2364880392900757
-13.0,-64.0,1.305202884292541
-12.0,-64.0,1.3994949891669703
-11.0,-64.0,1.3736224125686451
-10.0,-64.0,1.3483580289081354
-9.0,-64.0,1.4346377867909956
-8.0,-64.0,1.4300626905203644
-7.0,-64.0,1.4406712866648088
-6.0,-64.0,1.3453737706686373
-5.0,-64.0,1.4116123572271602
-4.0,-64.0,1.3384608331274046
-3.0,-64.0,1.4421897744400058
-2.0,-64.0,1.3958190201646186
-1.0,-64.0,1.341579697727714
0.0,-64.0,1.3921957590324556
1.0,-64.0,1.2657067021262067
2.0,-64.0,1.4017358453233852
3.0,-64.0,1.3704010004676557
4.0,-64.0,1.4287012337847322
5.0,-64.0,1.3416885532138847
6.0,-64.0,1.3261684642290763
7.0,-64.0,1.3293594777301982
8.0,-64.0,1.301643878313057
9.0,-64.0,1.4288983311709835
10.0,-64.0,1.3471676329319262
11.0,-64.0,1.305848687489483
12.0,-64.0,1.4317575193346113
13.0,-64.0,1.3471149399476139
14.0,-64.0,1.302772466316667
15.0,-64.0,1.3225993895896366
16.0,-64.0,1.3032610756679681
17.0,-64.0,1.3187876876540445
18.0,-64.0,1.2266541158773334
19.0,-64.0,1.3312701749800466
20.0,-64.0,1.3502037659778678
21.0,-64.0,1.2619700683370028
22.0,-64.0,1.3113977117012319
23.0,-64.0,1.2602904396163632
24.0,-64.0,1.2852214169209808
25.0,-64.0,1.2753890188496741
26.0,-64.0,1.2599031811673504
27.0,-64.0,1.2643257915539885
28.0,-64.0,1.284030078649738
29.0,-64.0,1.3041641538344069
30.0,-64.0,1.2055719505726217
31.0,-64.0,1.0955506855401462
32.0,-64.0,1.2504663989996665
33.0,-64.0,1.1840652862949552
34.0,-64.0,1.179166887993288
35.0,-64.0,1.181817473480539
36.0,-64.0,1.144332017283496
37.0,-64.0,1.140197092313508
38.0,-64.0,1.115965384811435
39.0,-64.0,1.1890454621517914
-40.0,-63.0,1.0877982595853808
-39.0,-63.0,1.0693352295726095
-38.0,-63.0,1.0416617397103638
-37.0,-63.0,1.2179365914358968
-36.0,-63.0,1.2053233975295194
-35.0,-63.0,1.2801164152703295
-34.0,-63.0,1.2082835070450064
-33.0,-63.0,1.1635564227427617
-32.0,-63.0,1.1091172801014175
-31.0,-63.0,1.2405289862012445
-30.0,-63.0,1.2397168029030687
-29.0,-63.0,1.2188371616959792
-28.0,-63.0,1.3112809921223842
-27.0,-63.0,1.1849034657995094
-26.0,-63.0,1.2806975124034352
-25.0,-63.0,1.325121932104263
-24.0,-63.0,1.324314309888018
-23.0,-63.0,1.2856334570591816
-22.0,-63.0,1.3396410653082422
-21.0,-63.0,1.2811566617809507
-20.0,-63.0,1.2976109062927517
-19.0,-63.0,1.2572057927012033
-18.0,-63.0,1.4335964030566373
-17.0,-63.0,1.315156202111157
-16.0,-63.0,1.3763177051912407
-15.0,-63.0,1.393964561998061
-14.0,-63.0,1.402973743346751
-13.0,-63.0,1.351419051338307
-12.0,-63.0,1.3868006412673493
-11.0,-63.0,1.4269736793585721
-10.0,-63.0,1.3672802017776315
-9.0,-63.0,1.355250515014326
-8.0,-63.0,1.4020580421298947
-7.0,-63.0,1.4750260778484021
-6.0,-63.0,1.3180052443667702
-5.0,-63.0,1.386473392142379
-4.0,-63.0,1.4053799395072042
-3.0,-63.0,1.4493061412567538
-2.0,-63.0,1.4063895066547631
-1.0,-63.0,1.4279682341312705
0.0,-63.0,1.4088160150838518
1.0,-63.0,1.4390521427980696
2.0,-63.0,1.3587847593247198
3.0,-63.0,1.428641703723007
4.0,-63.0,1.4292341605039218
5.0,-63.0,1.3455367362160788
6.0,-63.0,1.3573969286438463
7.0,-63.0,1.4424152911172818
8.0,-63.0,1.3435610378179577
9.0,-63.0,1.311344659771827
10.0,-63.0,1.3364118098084612
11.0,-63.0,1.3977646397938426
12.0,-63.0,1.3208839350231478
13.0,-63.0,1.3618831443833301
14.0,-63.0,1.4539740311114606
15.0,-63.0,1.2838774172375935
16.0,-63.0,1.2884363521274784
17.0,-63.0,1.3405779691412587
18.0,-63.0,1.3569108713885927
19.0,-63.0,1.338917578918294
20.0,-63.0,1.2994643597099182
21.0,-63.0,1.3477429595847479
22.0,-63.0,1.3240708285893137
23.0,-63.0,1.3551959409830474
24.0,-63.0,1.2942582432061593
25.0,-63.0,1.3402171817584243
26.0,-63.0,1.3193833238775388
27.0,-63.0,1.2270305995495678
28.0,-63.0,1.3016322374598697
29.0,-63.0,1.2434813712652548
30.0,-63.0,1.0997238369034592
31.0,-63.0,1.2820792229602214
32.0,-63.0,1.214876801674739
33.0,-63.0,1.1186823927091005
34.0,-63.0,1.181979357911868
35.0,-63.0,1.2087692545767261
36.0,-63.0,1.2667865153993632
37.0,-63.0,1.1919391341261918
38.0,-63.0,1.1636211904886602
39.0,-63.0,1.1480236955235168
40.0,-63.0,1.1338865523165795
-42.0,-62.0,1.1539620886116122
-41.0,-62.0,1.168802589476497
-40.0,-62.0,1.2756546194467808
-39.0,-62.0,1.178284528333246
-38.0,-62.0,1.248706881723713
-37.0,-62.0,1.191223547537499
-36.0,-62.0,1.2012448703311596
-35.0,-62.0,1.178839830219494
-34.0,-62.0,1.225301637655535
-33.0,-62.0,1.122603637176002
-32.0,-62.0,1.167141228234802
-31.0,-62.0,1.1864451649542904
-30.0,-62.0,1.2783410619378461
-29.0,-62.0,1.317875978699194
-28.0,-62.0,1.3384026615966493
-27.0,-62.0,1.3825069328969515
-26.0,-62.0,1.3009532332640583
-25.0,-62.0,1.388914116672859
-24.0,-62.0,1.3050433955354919
-23.0,-62.0,1.4081874735987947
-22.0,-62.0,1.3981009281685648
-21.0,-62.0,1.3253268384066534
-20.0,-62.0,1.3606461716003526
-19.0,-62.0,1.3033960014205936
-18.0,-62.0,1.3446680344144006
-17.0,-62.0,1.3363477587827122
-16.0,-62.0,1.3963237400312436
-15.0,-62.0,1.3124995273082822
-14.0,-62.0,1.4910598184874755
-13.0,-62.0,1.4786789895560626
-12.0,-62.0,1.3888149037002555
-11.0,-62.0,1.4220791782920408
-10.0,-62.0,1.3758952883290125
-9.0,-62.0,1.3729953471497336
-8.0,-62.0,1.4128610831694455
-7.0,-62.0,1.2844771164274995
-6.0,-62.0,1.4464954015137852
-5.0,-62.0,1.452411019659734
-4.0,-62.0,1.390121264399578
-3.0,-62.0,1.4359798887604858
-2.0,-62.0,1.2963225449915787
-1.0,-62.0,1.5138955582526867
0.0,-62.0,1.3421179763204467
1.0,-62.0,1.4001657137310695
2.0,-62.0,1.4053657010831724
3.0,-62.0,1.4088300998460663
4.0,-62.0,1.5044963094644224
5.0,-62.0,1.4747822784298568
6.0,-62.0,1.4542252698169764
7.0,-62.0,1.4612837506878287
8.0,-62.0,1.3571128655202822
9.0,-62.0,1.418254266530354
10.0,-62.0,1.3817567338914716
11.0,-62.0,1.4080133230660632
12.0,-62.0,1.3941901266942682
13.0,-62.0,1.3925596255910828
14.0,-62.0,1.349710435697665
15.0,-62.0,1.4006049817660773
16.0,-62.0,1.3627467325899882
17.0,-62.0,1.3885437522845783
18.0,-62.0,1.3428815936275578
